,day,date,nb_authors,place,room,ref,section,session,pres,invited,lentitle
5284,Tuesday,15 December 2015,1.0,Moscone South,Poster Hall,0.0,Seismology,Seismic Modeling and Inversion,Poster,0.0,18.0
5285,Thursday,17 December 2015,2.0,Moscone South,Poster Hall,0.0,Tectonophysics,"Active Tectonics, Earthquake Geology, and Surface Processes in South and East Asia",Poster,0.0,8.0
5286,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Study of Earth's Deep Interior,Constraints on Heterogeneities in Earth's Mantle,Poster,0.0,11.0
5287,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Study of Earth's Deep Interior,"Properties, Structure, and Dynamics of the Earth's Deep Mantle",Poster,0.0,11.0
5288,Tuesday,15 December 2015,1.0,Moscone South,Poster Hall,0.0,Hydrology,Intercomparison Studies of Hydrological Models,Poster,0.0,8.0
5289,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,Risk Assessment and Monitoring Techniques for Geological CO2 Sequestration,Poster,0.0,11.0
5291,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Education,Emerging Challenges and Solutions in Running Inclusive Research Experiences for Undergraduates (REUs) in the Geosciences,Poster,0.0,11.0
5292,Wednesday,16 December 2015,5.0,Moscone South,306,0.0,Tectonophysics,Climate-Tectonic Coupling in Orogens,Oral,1.0,15.0
5293,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,SPA-Aeronomy,Advances in Ionospheric Measurements and Modeling,Poster,0.0,8.0
5294,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Seismology,Seismic Modeling and Inversion,Poster,0.0,13.0
5295,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,A New Look at Climate Diagnosis and Modeling in the Era of Climate Informatics,Poster,0.0,16.0
5296,Friday,18 December 2015,5.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Convection across Scales,Poster,0.0,15.0
5297,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Hydrology,"Advances in Watershed Modeling of Hydrology, Sediment, and Nutrients",Poster,0.0,14.0
5300,Wednesday,16 December 2015,2.0,Moscone South,Poster Hall,0.0,Biogeosciences,Urban Areas and Global Change,Poster,0.0,4.0
5302,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Toward Reducing Systematic Errors in Weather and Climate Models,Poster,0.0,9.0
5303,Friday,18 December 2015,8.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Feedbacks on Ice-Sheet Growth and Decay during the Last Glacial Cycle,Poster,0.0,12.0
5304,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,Tectonophysics,Diversity of Fault Slip Modes and the Interplay between Seismic and Aseismic Behavior of Faults,Poster,0.0,17.0
5305,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Biogeosciences,Biosphere-Atmosphere Greenhouse Gas Fluxes in Terrestrial Ecosystems,Poster,0.0,15.0
5308,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Biogeosciences,Biochar Research,Poster,0.0,10.0
5309,Monday,14 December 2015,2.0,Moscone West,3018,0.0,Hydrology,Advances and Breakthroughs in Hydrogeology,Poster,0.0,10.0
5310,Tuesday,15 December 2015,7.0,Moscone South,Poster Hall,0.0,Hydrology,"Drought, Groundwater Management, and Long-Term Groundwater Sustainability in the Western United States",Poster,0.0,16.0
5311,Tuesday,15 December 2015,1.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology","Volcanology, Geochemistry, and Petrology General Contributions",Poster,0.0,18.0
5312,Monday,14 December 2015,8.0,Moscone West,3002,0.0,Planetary Sciences,Results from the MAVEN Mission to Mars,Oral,0.0,11.0
5313,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Geomagnetism and Paleomagnetism,Everything Electromagnetic,Poster,0.0,16.0
5314,Monday,14 December 2015,5.0,Moscone West,3018,0.0,Hydrology,Advances and Breakthroughs in Hydrogeology,Oral,0.0,15.0
5315,Thursday,17 December 2015,2.0,Moscone South,Poster Hall,0.0,Tectonophysics,"Active Tectonics, Earthquake Geology, and Surface Processes in South and East Asia",Poster,0.0,6.0
5316,Thursday,17 December 2015,3.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,It Takes Two,Poster,0.0,19.0
5317,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Understanding and Attributing Extreme Weather Events and Their Impacts across Actors and Spatial Scales,Poster,0.0,14.0
5320,Wednesday,16 December 2015,7.0,Moscone South,Poster Hall,0.0,Atmospheric and Space Electricity,Energetic Radiation from Lightning and Thunderstorms,Poster,0.0,17.0
5321,Wednesday,16 December 2015,7.0,Moscone South,Poster Hall,0.0,Planetary Sciences,"Evolutions, Interactions, and Origins of Outer Planet Satellites",Poster,0.0,10.0
5322,Friday,18 December 2015,6.0,Moscone South,Poster Hall,0.0,Biogeosciences,Plant Traits and Biogeochemical Cycles,Poster,0.0,18.0
5323,Monday,14 December 2015,6.0,Moscone West,3004,0.0,Atmospheric Sciences,VOC Chemistry and OH Reactivity,Poster,0.0,16.0
5324,Thursday,17 December 2015,8.0,Moscone South,Poster Hall,0.0,Hydrology,Advances in Hydroclimatology and Climate Change,Poster,0.0,23.0
5325,Monday,14 December 2015,6.0,Moscone South,300,0.0,Geomagnetism and Paleomagnetism,Reconstructing the Secular Variation of the Earth's Magnetic Field in the Past,Oral,0.0,11.0
5326,Monday,14 December 2015,1.0,Moscone West,3002,0.0,Planetary Sciences,Results from the MAVEN Mission to Mars,Oral,0.0,7.0
5327,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Education,Education General Contributions,Poster,0.0,9.0
5328,Tuesday,15 December 2015,8.0,Moscone South,Poster Hall,0.0,Near Surface Geophysics,Cosmic-Ray Muons in Combination with Other Geophysical Data to Improve Resolution of Subsurface Imaging,Poster,1.0,7.0
5329,Monday,14 December 2015,2.0,Moscone West,2011,0.0,SPA-Solar and Heliospheric Physics,Fundamental Physics of the Solar Corona and Inner Heliosphere,Poster,0.0,14.0
5331,Wednesday,16 December 2015,3.0,Moscone West,3018,0.0,Hydrology,Groundwater-Surface Water Interactions,Oral,0.0,12.0
5332,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Ocean Sciences,Profiling Float and New Technologies for Observation of Ocean Physics and Biogeochemistry,Poster,0.0,6.0
5333,Thursday,17 December 2015,1.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Jove You Inside Out,Poster,0.0,6.0
5334,Monday,14 December 2015,5.0,Moscone West,3012,0.0,Atmospheric Sciences,Evaluating Reanalysis,Oral,0.0,13.0
5335,Wednesday,16 December 2015,5.0,Moscone West,3004,0.0,Atmospheric Sciences,"Observations, Modeling, and Effects of Mixed Phase Clouds",Oral,0.0,6.0
5337,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,Solar and Heliospheric Physics General Contributions,Poster,0.0,8.0
5338,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Hydrology,Advances in Ecohydrology of Water-Stressed Environments,Poster,0.0,16.0
5339,Monday,14 December 2015,9.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology","Geology, Geophysics, Geochemistry, and Biology of Serpentinization Processes on Earth and Other Planets",Poster,0.0,16.0
5341,Monday,14 December 2015,5.0,Moscone South,308,0.0,"Volcanology, Geochemistry and Petrology",Styles of Volcanism,Oral,0.0,14.0
5343,Wednesday,16 December 2015,6.0,Moscone South,Poster Hall,0.0,Hydrology,"Water Resources, Climate Change, and Sustainability",Poster,0.0,3.0
5345,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Inner Magnetosphere Cross-Population Interactions,Poster,0.0,10.0
5346,Thursday,17 December 2015,3.0,Moscone West,2003,0.0,Earth and Planetary Surface Processes,"Aeolian Research at the Interface of Biophysical, Sedimentary, and Atmospheric Processes",Oral,0.0,18.0
5347,Tuesday,15 December 2015,3.0,Moscone South,310,0.0,"Volcanology, Geochemistry and Petrology",Yellowstone Volcanism from Its Current Expression to Early Vestiges of Hotspot Activity via Geophysical and Petrologic Studies,Oral,0.0,15.0
5348,Thursday,17 December 2015,1.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Quantifying Methane Emissions from the Natural Gas Supply Chain,Poster,0.0,6.0
5349,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Education,Climate Literacy,Poster,0.0,6.0
5350,Tuesday,15 December 2015,2.0,Moscone South,304,0.0,Tectonophysics,Characterizing Cratons and Craton Margins,Oral,0.0,5.0
5351,Thursday,17 December 2015,3.0,Moscone West,3014,0.0,Hydrology,"Concepts and Practice of Model Verification, Validation, and Uncertainty Quantification in Computational Geosciences",Oral,0.0,20.0
5352,Tuesday,15 December 2015,7.0,Moscone West,3001,0.0,Atmospheric Sciences,Understanding and Attributing Greenhouse Gas Fluxes from Urban Systems and Major Hotspots,Oral,0.0,9.0
5354,Wednesday,16 December 2015,7.0,Moscone West,2008,0.0,Biogeosciences,Soil Organic Matter,Oral,1.0,19.0
5355,Tuesday,15 December 2015,9.0,Moscone West,2004,0.0,Biogeosciences,"Constraining Ecosystem Carbon Uptake and Long-Term Storage with Integrated Modeling, Experiment, and Observation",Oral,0.0,27.0
5356,Monday,14 December 2015,6.0,Moscone South,Poster Hall,0.0,Hydrology,Advances in Petrophysics for Hydrogeophysics and Near Surface Geophysics,Poster,0.0,17.0
5357,Wednesday,16 December 2015,8.0,Moscone South,Poster Hall,0.0,Ocean Sciences,General Oceanography,Poster,0.0,10.0
5358,Wednesday,16 December 2015,2.0,Moscone South,Poster Hall,0.0,Global Environmental Change,The Role of Fire in the Earth System,Poster,0.0,16.0
5359,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Seismology,Seismology Contributions,Poster,0.0,11.0
5360,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Hydrology,"Nonpoint Source Flux Impact on Groundwater, Vadose Zone, and Surface Waters",Poster,0.0,15.0
5361,Monday,14 December 2015,1.0,Moscone South,305,0.0,Seismology,Induced and Triggered Earthquakes,Oral,0.0,15.0
5362,Monday,14 December 2015,1.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Biofuel-Induced Land Use/Land Cover Change and Associated Biogeochemical and Biophysical Impacts,Poster,0.0,15.0
5363,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Earth and Planetary Surface Processes,Earth and Planetary Surface Processes,Poster,0.0,14.0
5364,Thursday,17 December 2015,3.0,Moscone West,2003,0.0,Earth and Planetary Surface Processes,"Aeolian Research at the Interface of Biophysical, Sedimentary, and Atmospheric Processes",Oral,0.0,14.0
5365,Monday,14 December 2015,18.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,"Bow Shock, Magnetosheath, Magnetopause, and Mid-Tail Processes and Their Role in Solar Wind-Magnetosphere Coupling",Poster,0.0,8.0
5366,Wednesday,16 December 2015,4.0,Moscone South,310,0.0,"Volcanology, Geochemistry and Petrology","Eruptive Processes and Watery Hazards of ""Wet"" Volcanoes on Land, in the Sea, or under Ice",Oral,0.0,12.0
5367,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,"Water, Energy, and Society in Urban Systems",Poster,0.0,15.0
5368,Friday,18 December 2015,1.0,Moscone South,104,0.0,Education,Best Practices in Meaningful and Authentic Science Outreach to Formal and Informal Audiences,Poster,0.0,2.0
5369,Wednesday,16 December 2015,4.0,Moscone South,305,0.0,Seismology,Advances in Understanding Slow Slip and Transitional Regions,Oral,0.0,16.0
5370,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Air Quality Research,Poster,0.0,18.0
5371,Monday,14 December 2015,7.0,Moscone South,Poster Hall,0.0,Hydrology,Hydroclimatic Extremes,Poster,0.0,14.0
5373,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,Hydrology,"Emerging Issues in Ecohydrology, Agricultural Systems, Land Use Change, and Climate Change in the Tropics",Poster,0.0,18.0
5374,Wednesday,16 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric and Space Electricity,"Ionospheric Modification by Lightning, Solar Flux, and Active Experiments",Poster,0.0,11.0
5377,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,1323.0,Geodesy,Reference Frames,Poster,0.0,10.0
5378,Wednesday,16 December 2015,7.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Global and Regional Water-Food-Energy Security under Changing Environments,Poster,0.0,12.0
5379,Tuesday,15 December 2015,1.0,Moscone South,308,0.0,"Volcanology, Geochemistry and Petrology","How and When Do Volcanic Eruptions Start and Stop, and What Controls the Tempo of Everything in Between",Oral,0.0,11.0
5381,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Air Quality Research,Poster,0.0,13.0
5382,Friday,18 December 2015,1.0,Moscone West,3004,0.0,Atmospheric Sciences,Identifying Links between the Large-Scale Atmospheric Circulation and Climate Extremes,Oral,1.0,11.0
5383,Wednesday,16 December 2015,4.0,Moscone West,3009,0.0,Cryosphere,Remote Sensing of the Cryosphere,Poster,1.0,15.0
5385,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,"Air Pollution, Greenhouse Gases, and Emissions in East Asia and Its Interactions with the World",Poster,0.0,14.0
5386,Friday,18 December 2015,15.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Electron to Ion Scale Observations of Magnetic Reconnection,Poster,0.0,19.0
5387,Friday,18 December 2015,1.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Connecting Stakeholders with Climate Science,Poster,0.0,7.0
5388,Tuesday,15 December 2015,4.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,"Advances in Remote Sensing of Fires, Aerosols, and Air Quality Trace Gases",Poster,0.0,11.0
5389,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,"Data Integration, Inverse Methods, and Data Valuation across a Range of Scales in Hydrogeophysics",Poster,0.0,18.0
5390,Tuesday,15 December 2015,8.0,Moscone South,Poster Hall,0.0,Planetary Sciences,Results from the MAVEN Mission to Mars,Poster,0.0,8.0
5391,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Global Environmental Change,Climate-Vegetation Interaction and Land Cover/Land Use Change in Semi-Arid Grassland Ecosystems,Poster,0.0,9.0
5392,Tuesday,15 December 2015,2.0,Moscone South,304,0.0,Tectonophysics,Characterizing Cratons and Craton Margins,Oral,0.0,8.0
5393,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,"Toward Understanding the Three-Dimensional Distribution of Gases, Aerosols, and Clouds via Synergistic Use of Models and Satellite, Aircraft, and Ground-Based Observations",Poster,0.0,15.0
5394,Friday,18 December 2015,6.0,Moscone South,Poster Hall,0.0,Education,Integration of Art into Earth Science Education,Poster,0.0,8.0
5395,Tuesday,15 December 2015,1.0,Moscone West,2003,0.0,Earth and Planetary Surface Processes,"Mountain Building, Denudation, and the Global Evolution of Biogeochemical Cycles",Oral,1.0,13.0
5396,Tuesday,15 December 2015,9.0,Moscone West,3002,0.0,Union,FRONTIERS IN GEOSYSTEMS,Oral,1.0,16.0
5399,Tuesday,15 December 2015,1.0,Moscone South,102,0.0,Union,Nowhere to Hide,Poster,0.0,2.0
5401,Thursday,17 December 2015,1.0,Moscone South,104,0.0,Tectonophysics,Scientific Advances from Subduction Zone Observatories,Oral,1.0,23.0
5403,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Ocean Sciences,Asia-Pacific Climate,Poster,0.0,13.0
5404,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Seismology,Infrasound from Ground to Space,Poster,0.0,14.0
5405,Tuesday,15 December 2015,4.0,Moscone South,Poster Hall,0.0,Cryosphere,Processes and Properties of Arctic and Antarctic Sea Ice and Its Snow Cover,Poster,0.0,12.0
5406,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Earth and Planetary Surface Processes,"Sources, Transport Processes, and Deposition/Storage of Fine-Grained and Cohesive Sediment",Poster,0.0,21.0
5407,Wednesday,16 December 2015,4.0,Moscone South,Poster Hall,0.0,Mineral and Rock Physics,The Physical Properties of Fault Rocks,Poster,0.0,16.0
5408,Thursday,17 December 2015,13.0,Moscone South,Poster Hall,0.0,Earth and Space Science Informatics,Enabling Access to Solar and Planetary Resources through the Virtual Observatory,Poster,0.0,22.0
5409,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,SPA-Aeronomy,"Neutral Winds, Currents, and Electric Fields at Low- and Midlatitudes below 200 km",Poster,0.0,18.0
5410,Friday,18 December 2015,5.0,Moscone South,Poster Hall,0.0,SPA-Aeronomy,Enabling Scientific Discovery through Integrated Space- and Ground-Based Observations,Poster,0.0,21.0
5411,Wednesday,16 December 2015,1.0,Moscone South,Poster Hall,0.0,Public Affairs,General Contributions Public Affairs,Poster,0.0,17.0
5412,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Convection across Scales,Poster,0.0,10.0
5415,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Study of Earth's Deep Interior,Multidisciplinary Views of the Lithosphere-Asthenosphere Boundary and Lithospheric Discontinuities,Poster,0.0,19.0
5416,Wednesday,16 December 2015,5.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology","Eruptive Processes and Watery Hazards of ""Wet"" Volcanoes on Land, in the Sea, or under Ice",Poster,0.0,3.0
5417,Tuesday,15 December 2015,9.0,Moscone West,2010,0.0,Biogeosciences,Seasonally Dry Tropical Forests,Oral,0.0,7.0
5418,Monday,14 December 2015,3.0,Moscone South,305,0.0,Seismology,Seismology Contributions,Oral,0.0,19.0
5419,Tuesday,15 December 2015,5.0,Moscone West,2010,0.0,Biogeosciences,Reducing Uuncertainty in Terrestrial Feedbacks to Climate Change through Global Change Experiments and Models,Oral,0.0,9.0
5421,Friday,18 December 2015,2.0,Moscone South,Poster Hall,0.0,Geodesy,GNSS Remote Sensing of the Earth System,Poster,0.0,13.0
5422,Friday,18 December 2015,1.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Atmospheric Sensing with UAVs and Nanosatellites,Poster,0.0,6.0
5423,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Climate of the Common Era,Poster,0.0,13.0
5424,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Fog,Poster,0.0,10.0
5428,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Hydrology,Hydroclimatic Extremes,Poster,0.0,7.0
